Id,Class
565,1
566,1
567,5
568,8
569,8
570,3
571,4
572,4
573,7
574,7
575,7
576,4
577,2
578,4
579,7
580,7
581,7
582,6
583,6
584,6
585,3
586,3
587,3
588,9
589,9
590,9
591,0
592,0
593,0
594,0
595,0
596,0
597,3
598,3
599,3
600,7
601,7
602,7
603,2
604,2
605,2
606,6
607,2
608,2
609,1
610,1
611,1
612,3
613,3
614,3
615,9
616,9
617,9
618,1
619,1
620,1
621,7
622,7
623,7
624,7
625,7
626,7
627,7
628,7
629,7
630,1
631,1
632,1
633,4
634,4
635,4
636,6
637,6
638,6
639,3
640,3
641,3
642,3
643,3
644,3
645,2
646,2
647,2
648,0
649,0
650,0
651,5
652,5
653,5
654,3
655,3
656,3
657,9
658,9
659,9
660,5
661,5
662,5
663,6
664,6
665,6
666,2
667,2
668,2
669,0
670,0
671,0
672,9
673,9
674,9
675,1
676,1
677,1
678,0
679,0
680,0
681,1
682,1
683,1
684,6
685,6
686,6
687,2
688,2
689,2
690,7
691,7
692,7
693,5
694,5
695,5
696,9
697,9
698,9
699,7
700,7
701,7
702,0
703,0
704,0
705,7
706,7
707,7
708,1
709,1
710,1
711,9
712,9
713,9
714,8
715,8
716,8
717,5
718,5
719,9
720,5
721,5
722,5
723,7
724,3
725,3
726,2
727,2
728,2
729,4
730,4
731,4
732,9
733,9
734,9
735,9
736,9
737,9
738,4
739,4
740,4
741,1
742,1
743,1
744,2
745,2
746,2
747,0
748,0
749,0
750,2
751,2
752,2
753,6
754,6
755,6
756,3
757,3
758,3
759,5
760,5
761,5
762,6
763,6
764,6
765,4
766,4
767,4
768,2
769,2
770,2
771,1
772,1
773,1
774,1
775,1
776,1
777,0
778,0
779,0
780,1
781,1
782,1
783,2
784,2
785,2
786,9
787,9
788,9
789,4
790,4
791,4
792,2
793,2
794,2
795,9
796,9
797,9
798,7
799,7
800,7
801,5
802,5
803,5
804,4
805,4
806,4
807,7
808,7
809,7
810,5
811,5
812,5
813,7
814,7
815,7
816,7
817,7
818,7
819,4
820,1
821,1
822,8
823,8
824,8
825,3
826,3
827,3
828,3
829,3
830,3
831,7
832,7
833,7
834,5
835,5
836,5
837,0
838,0
839,0
840,2
841,2
842,2
843,0
844,0
845,0
846,4
847,4
848,4
849,1
850,1
851,1
852,4
853,4
854,4
855,7
856,7
857,7
858,2
859,2
860,2
861,6
862,6
863,6
864,0
865,0
866,0
867,3
868,3
869,3
870,1
871,1
872,1
873,1
874,1
875,1
876,2
877,2
878,2
879,7
880,7
881,7
882,6
883,6
884,6
885,1
886,1
887,1
888,2
889,2
890,2
891,9
892,9
893,9
894,3
895,3
896,3
897,9
898,9
899,9
900,1
901,1
902,1
903,4
904,4
905,0
906,0
907,0
908,0
909,7
910,7
911,7
912,9
913,9
914,9
915,6
916,4
917,4
918,2
919,2
920,2
921,1
922,1
923,1
924,3
925,7
926,7
927,4
928,4
929,4
930,4
931,4
932,4
933,7
934,7
935,7
936,8
937,8
938,8
939,4
940,4
941,4
942,0
943,0
944,0
945,4
946,4
947,4
948,9
949,9
950,9
951,1
952,1
953,1
954,1
955,1
956,1
957,9
958,9
959,9
960,0
961,0
962,0
963,2
964,2
965,2
966,6
967,6
968,6
969,7
970,7
971,7
972,2
973,2
974,2
975,1
976,1
977,1
978,0
979,0
980,0
981,8
982,8
983,8
984,1
985,1
986,1
987,8
988,8
989,8
990,7
991,7
992,7
993,7
994,7
995,7
996,1
997,1
998,1
999,7
1000,0
1001,0
1002,2
1003,2
1004,2
1005,4
1006,4
1007,4
1008,2
1009,2
1010,2
1011,9
1012,9
1013,9
1014,4
1015,4
1016,1
1017,7
1018,7
1019,3
1020,9
1021,9
1022,9
1023,2
1024,2
1025,2
1026,2
1027,2
1028,7
1029,3
1030,3
1031,3
1032,0
1033,0
1034,0
1035,7
1036,7
1037,7
1038,2
1039,2
1040,2
1041,3
1042,3
1043,3
1044,7
1045,7
1046,7
1047,2
1048,2
1049,2
1050,2
1051,2
1052,2
1053,1
1054,1
1055,1
1056,2
1057,2
1058,2
1059,5
1060,5
1061,5
1062,2
1063,2
1064,2
1065,3
1066,3
1067,3
1068,3
1069,3
1070,3
1071,1
1072,1
1073,1
1074,9
1075,9
1076,9
1077,3
1078,3
1079,3
1080,0
1081,0
1082,0
1083,7
1084,7
1085,7
1086,9
1087,9
1088,9
1089,9
1090,9
1091,9
1092,2
1093,2
1094,2
1095,3
1096,3
1097,3
1098,9
1099,9
1100,9
1101,6
1102,6
1103,7
1104,9
1105,9
1106,9
1107,3
1108,7
1109,3
1110,2
1111,2
1112,2
1113,7
1114,7
1115,7
1116,1
1117,1
1118,1
1119,2
1120,2
1121,2
1122,2
1123,2
1124,2
1125,7
1126,7
1127,7
1128,7
1129,7
1130,7
1131,7
1132,7
1133,7
1134,0
1135,0
1136,0
1137,2
1138,2
1139,2
1140,8
1141,8
1142,8
1143,2
1144,2
1145,2
1146,7
1147,7
1148,7
1149,6
1150,6
1151,6
1152,5
1153,1
1154,1
1155,0
1156,0
1157,7
1158,2
1159,2
1160,2
1161,4
1162,4
1163,4
1164,1
1165,1
1166,1
1167,7
1168,7
1169,7
1170,6
1171,6
1172,6
1173,9
1174,9
1175,9
1176,5
1177,5
1178,5
1179,7
1180,7
1181,7
1182,4
1183,4
1184,4
1185,5
1186,5
1187,5
1188,4
1189,4
1190,4
1191,7
1192,7
1193,7
1194,5
1195,5
1196,5
1197,5
1198,5
1199,5
1200,2
1201,2
1202,2
1203,2
1204,2
1205,2
1206,2
1207,2
1208,2
1209,7
1210,7
1211,7
1212,0
1213,0
1214,0
1215,5
1216,5
1217,5
1218,8
1219,8
1220,8
1221,3
1222,3
1223,3
1224,9
1225,9
1226,9
1227,0
1228,0
1229,0
1230,7
1231,7
1232,7
1233,1
1234,1
1235,1
1236,4
1237,4
1238,4
1239,5
1240,5
1241,5
1242,0
1243,0
1244,0
1245,5
1246,4
1247,4
1248,3
1249,6
1250,3
1251,5
1252,5
1253,5
1254,6
1255,6
1256,6
1257,4
1258,4
1259,4
1260,8
1261,8
1262,8
1263,6
1264,3
1265,4
1266,2
1267,2
1268,2
1269,2
1270,2
1271,2
1272,0
1273,0
1274,0
1275,9
1276,9
1277,9
1278,7
1279,7
1280,7
1281,7
1282,7
1283,7
1284,7
1285,7
1286,7
1287,4
1288,4
1289,4
1290,9
1291,9
1292,6
1293,2
1294,2
1295,2
1296,0
1297,0
1298,1
1299,7
1300,7
1301,2
1302,1
1303,1
1304,1
1305,4
1306,3
1307,7
1308,2
1309,2
1310,2
1311,6
1312,6
1313,6
1314,4
1315,4
1316,4
1317,9
1318,9
1319,9
1320,5
1321,5
1322,5
1323,1
1324,1
1325,1
1326,8
1327,9
1328,8
1329,3
1330,3
1331,3
1332,2
1333,2
1334,2
1335,5
1336,5
1337,5
1338,1
1339,1
1340,1
1341,2
1342,2
1343,2
1344,2
1345,2
1346,2
1347,0
1348,0
1349,0
1350,7
1351,7
1352,7
1353,9
1354,9
1355,9
1356,0
1357,0
1358,0
1359,3
1360,3
1361,3
1362,7
1363,2
1364,2
1365,5
1366,5
1367,5
1368,4
1369,4
1370,4
1371,2
1372,2
1373,2
1374,3
1375,3
1376,3
1377,7
1378,7
1379,7
1380,3
1381,3
1382,3
1383,7
1384,7
1385,7
1386,7
1387,7
1388,7
1389,0
1390,0
1391,0
1392,1
1393,1
1394,1
1395,4
1396,4
1397,4
1398,2
1399,2
1400,2
1401,5
1402,5
1403,5
1404,4
1405,4
1406,4
1407,7
1408,7
1409,7
1410,1
1411,1
1412,1
1413,9
1414,9
1415,9
1416,2
1417,2
1418,2
1419,3
1420,3
1421,3
1422,7
1423,7
1424,7
1425,9
1426,9
1427,9
1428,2
1429,2
1430,2
1431,4
1432,4
1433,4
1434,7
1435,7
1436,7
1437,2
1438,2
1439,2
1440,9
1441,9
1442,9
1443,2
1444,2
1445,2
1446,1
1447,1
1448,1
1449,1
1450,1
1451,1
1452,2
1453,2
1454,2
1455,0
1456,0
1457,0
1458,9
1459,9
1460,9
1461,7
1462,7
1463,7
1464,7
1465,7
1466,7
1467,7
1468,7
1469,7
1470,1
1471,1
1472,1
1473,4
1474,4
1475,4
1476,1
1477,1
1478,1
1479,7
1480,7
1481,7
1482,3
1483,3
1484,7
1485,1
1486,1
1487,1
1488,5
1489,5
1490,5
1491,2
1492,2
1493,2
1494,9
1495,9
1496,9
1497,7
1498,2
1499,7
1500,7
1501,7
1502,7
1503,3
1504,3
1505,3
1506,4
1507,4
1508,4
1509,0
1510,0
1511,0
1512,3
1513,3
1514,3
1515,2
1516,2
1517,2
1518,0
1519,0
1520,0
1521,4
1522,4
1523,4
1524,6
1525,6
1526,6
1527,3
1528,3
1529,3
1530,3
1531,3
1532,3
1533,2
1534,2
1535,2
1536,6
1537,6
1538,6
1539,1
1540,0
1541,0
1542,4
1543,2
1544,4
1545,4
1546,4
1547,4
1548,3
1549,3
1550,3
1551,2
1552,2
1553,2
1554,3
1555,3
1556,3
1557,7
1558,7
1559,7
1560,7
1561,7
1562,7
1563,1
1564,1
1565,1
1566,3
1567,3
1568,3
1569,1
1570,1
1571,1
1572,7
1573,7
1574,7
1575,1
1576,1
1577,1
1578,7
1579,7
1580,7
1581,0
1582,3
1583,0
1584,5
1585,5
1586,5
1587,2
1588,2
1589,2
1590,4
1591,4
1592,4
1593,1
1594,1
1595,1
1596,2
1597,2
1598,2
1599,1
1600,1
1601,1
1602,7
1603,7
1604,7
1605,4
1606,4
1607,4
1608,0
1609,0
1610,0
1611,8
1612,8
1613,8
1614,7
1615,7
1616,7
1617,4
1618,5
1619,5
1620,1
1621,1
1622,1
1623,1
1624,1
1625,1
1626,8
1627,8
1628,8
1629,5
1630,5
1631,5
1632,5
1633,5
1634,5
1635,3
1636,3
1637,3
1638,7
1639,7
1640,7
1641,4
1642,4
1643,4
1644,1
1645,1
1646,1
1647,5
1648,5
1649,5
1650,6
1651,2
1652,2
1653,4
1654,4
1655,4
1656,0
1657,0
1658,0
1659,4
1660,6
1661,4
1662,3
1663,3
1664,3
1665,8
1666,8
1667,8
1668,1
1669,1
1670,1
1671,4
1672,4
1673,4
1674,4
1675,4
1676,4
1677,6
1678,6
1679,6
1680,7
1681,7
1682,7
1683,2
1684,2
1685,2
1686,2
1687,2
1688,2
1689,1
1690,1
1691,1
1692,8
1693,8
1694,8
1695,4
1696,4
1697,4
1698,0
1699,0
1700,0
1701,4
1702,4
1703,4
1704,9
1705,9
1706,9
1707,8
1708,6
1709,4
1710,0
1711,0
1712,0
1713,3
1714,3
1715,3
1716,2
1717,2
1718,2
1719,4
1720,4
1721,4
1722,2
1723,2
1724,2
1725,3
1726,3
1727,3
1728,4
1729,4
1730,4
1731,1
1732,1
1733,1
1734,4
1735,4
1736,4
1737,1
1738,1
1739,4
1740,2
1741,2
1742,2
1743,1
1744,1
1745,1
1746,2
1747,2
1748,2
1749,0
1750,0
1751,0
1752,3
1753,3
1754,3
1755,0
1756,0
1757,0
1758,7
1759,7
1760,7
1761,2
1762,2
1763,2
1764,0
1765,0
1766,0
1767,3
1768,3
1769,3
1770,2
1771,2
1772,2
1773,7
1774,7
1775,7
1776,6
1777,6
1778,6
1779,4
1780,4
1781,4
1782,1
1783,1
1784,1
1785,1
1786,0
1787,1
1788,0
1789,0
1790,0
1791,6
1792,6
1793,6
1794,4
1795,4
1796,4
1797,2
1798,2
1799,2
1800,2
1801,2
1802,2
1803,7
1804,3
1805,7
1806,4
1807,4
1808,6
1809,2
1810,2
1811,2
1812,9
1813,9
1814,9
1815,1
1816,1
1817,1
1818,2
1819,2
1820,2
1821,3
1822,3
1823,3
1824,0
1825,0
1826,0
1827,6
1828,6
1829,6
1830,6
1831,6
1832,6
1833,7
1834,7
1835,7
1836,0
1837,0
1838,0
1839,2
1840,2
1841,2
1842,7
1843,2
1844,7
1845,3
1846,3
1847,3
1848,1
1849,1
1850,1
1851,3
1852,3
1853,3
1854,9
1855,9
1856,9
1857,2
1858,2
1859,2
1860,4
1861,4
1862,4
1863,6
1864,6
1865,6
1866,7
1867,7
1868,7
1869,5
1870,5
1871,5
1872,4
1873,4
1874,4
1875,7
1876,7
1877,7
1878,2
1879,2
1880,2
1881,2
1882,2
1883,2
1884,0
1885,0
1886,0
1887,0
1888,0
1889,0
1890,3
1891,3
1892,3
1893,2
1894,7
1895,2
1896,8
1897,8
1898,9
1899,2
1900,2
1901,2
1902,7
1903,7
1904,7
1905,6
1906,6
1907,6
1908,3
1909,3
1910,7
1911,7
1912,7
1913,7
1914,2
1915,2
1916,2
1917,5
1918,5
1919,5
1920,3
1921,3
1922,3
1923,9
1924,9
1925,9
1926,3
1927,3
1928,3
1929,9
1930,9
1931,9
1932,9
1933,8
1934,8
1935,3
1936,1
1937,3
1938,9
1939,9
1940,9
1941,3
1942,3
1943,3
1944,3
1945,3
1946,3
1947,4
1948,4
1949,4
1950,9
1951,9
1952,9
1953,3
1954,3
1955,3
1956,3
1957,3
1958,3
1959,4
1960,4
1961,4
1962,3
1963,3
1964,3
1965,7
1966,7
1967,7
1968,2
1969,2
1970,2
1971,1
1972,1
1973,1
1974,6
1975,6
1976,6
1977,4
1978,4
1979,4
1980,4
1981,4
1982,4
1983,5
1984,5
1985,5
1986,4
1987,4
1988,4
1989,7
1990,7
1991,7
1992,4
1993,4
1994,4
1995,0
1996,0
1997,0
1998,3
1999,3
2000,3
2001,1
2002,1
2003,1
2004,0
2005,0
2006,0
2007,2
2008,2
2009,2
2010,1
2011,1
2012,3
2013,0
2014,0
2015,0
2016,3
2017,3
2018,3
2019,7
2020,7
2021,7
2022,7
2023,7
2024,7
2025,2
2026,2
2027,2
2028,9
2029,9
2030,9
2031,7
2032,7
2033,7
2034,3
2035,3
2036,3
2037,1
2038,7
2039,7
2040,8
2041,8
2042,8
2043,9
2044,9
2045,9
2046,1
2047,1
2048,1
2049,7
2050,3
2051,7
2052,4
2053,4
2054,4
2055,3
2056,3
2057,3
2058,6
2059,6
2060,6
2061,2
2062,2
2063,2
2064,2
2065,4
2066,1
2067,4
2068,6
2069,6
2070,1
2071,1
2072,5
2073,5
2074,5
2075,5
2076,9
2077,9
2078,9
2079,0
2080,0
2081,0
2082,3
2083,3
2084,3
2085,2
2086,2
2087,2
2088,1
2089,1
2090,1
2091,7
2092,7
2093,7
2094,7
2095,7
2096,7
2097,0
2098,0
2099,0
2100,9
2101,9
2102,9
2103,1
2104,1
2105,1
2106,3
2107,3
2108,3
2109,2
2110,2
2111,2
2112,2
2113,2
2114,2
2115,1
2116,1
2117,1
2118,2
2119,2
2120,2
2121,3
2122,3
2123,3
2124,3
2125,3
2126,3
2127,3
2128,7
2129,7
2130,4
2131,4
2132,4
2133,2
2134,2
2135,2
2136,6
2137,6
2138,6
2139,3
2140,3
2141,3
2142,3
2143,3
2144,3
2145,2
2146,2
2147,2
2148,9
2149,9
2150,9
2151,0
2152,0
2153,0
2154,1
2155,1
2156,1
2157,1
2158,1
2159,1
2160,3
2161,3
2162,3
2163,3
2164,3
2165,3
2166,6
2167,6
2168,6
2169,4
2170,4
2171,4
2172,2
2173,2
2174,2
2175,4
2176,4
2177,4
2178,9
2179,9
2180,9
2181,9
2182,9
2183,1
2184,1
2185,1
2186,1
2187,6
2188,6
2189,6
2190,3
2191,3
2192,3
2193,3
2194,3
2195,3
2196,3
2197,3
2198,3
2199,6
2200,6
2201,6
2202,1
2203,1
2204,1
2205,0
2206,0
2207,0
2208,5
2209,5
2210,5
2211,1
2212,1
2213,1
2214,1
2215,1
2216,1
2217,3
2218,3
2219,3
2220,3
2221,3
2222,3
2223,3
2224,3
2225,3
2226,7
2227,7
2228,7
2229,6
2230,1
2231,1
2232,0
2233,0
2234,0
2235,9
2236,9
2237,9
2238,8
2239,8
2240,8
2241,7
2242,7
2243,7
2244,7
2245,7
2246,7
2247,1
2248,1
2249,1
2250,1
2251,3
2252,3
2253,6
2254,6
2255,6
2256,9
2257,9
2258,9
2259,3
2260,3
2261,3
2262,3
2263,3
2264,3
2265,2
2266,2
2267,2
2268,7
2269,7
2270,7
2271,2
2272,2
2273,2
2274,7
2275,7
2276,7
2277,1
2278,1
2279,1
2280,6
2281,6
2282,6
2283,2
2284,2
2285,2
2286,1
2287,1
2288,1
2289,3
2290,3
2291,3
2292,2
2293,2
2294,2
2295,1
2296,1
2297,1
2298,3
2299,3
2300,3
2301,2
2302,2
2303,2
2304,0
2305,0
2306,0
2307,6
2308,6
2309,6
2310,0
2311,0
2312,0
2313,9
2314,9
2315,9
2316,4
2317,4
2318,4
2319,0
2320,0
2321,0
2322,9
2323,9
2324,9
2325,5
2326,5
2327,5
2328,3
2329,1
2330,1
2331,1
2332,1
2333,1
2334,5
2335,5
2336,5
2337,3
2338,3
2339,3
2340,2
2341,2
2342,2
2343,8
2344,8
2345,8
2346,3
2347,3
2348,3
2349,3
2350,3
2351,3
2352,0
2353,0
2354,0
2355,5
2356,5
2357,5
2358,2
2359,2
2360,2
2361,0
2362,0
2363,0
2364,7
2365,7
2366,7
2367,2
2368,7
2369,7
2370,7
2371,7
2372,7
2373,9
2374,9
2375,9
2376,7
2377,7
2378,7
2379,0
2380,0
2381,0
2382,1
2383,1
2384,1
2385,9
2386,9
2387,9
2388,2
2389,2
2390,2
2391,3
2392,3
2393,3
2394,0
2395,0
2396,0
2397,7
2398,7
2399,7
2400,0
2401,0
2402,0
2403,3
2404,3
2405,3
2406,6
2407,6
2408,6
2409,3
2410,3
2411,3
2412,3
2413,3
2414,3
2415,1
2416,1
2417,1
2418,7
2419,7
2420,7
2421,5
2422,5
2423,5
2424,5
2425,5
2426,5
2427,1
2428,1
2429,1
2430,7
2431,7
2432,7
2433,0
2434,0
2435,0
2436,0
2437,0
2438,3
2439,6
2440,6
2441,6
2442,2
2443,2
2444,2
2445,2
2446,2
2447,2
2448,0
2449,0
2450,0
2451,9
2452,9
2453,9
2454,1
2455,1
2456,1
2457,1
2458,1
2459,1
2460,2
2461,2
2462,2
2463,7
2464,7
2465,7
2466,3
2467,3
2468,3
2469,2
2470,2
2471,2
2472,1
2473,1
2474,1
2475,7
2476,7
2477,7
2478,3
2479,3
2480,3
2481,3
2482,3
2483,3
2484,2
2485,2
2486,2
2487,1
2488,1
2489,1
2490,9
2491,9
2492,9
2493,9
2494,9
2495,9
2496,2
2497,7
2498,7
2499,3
2500,3
2501,3
2502,1
2503,1
2504,1
2505,5
2506,5
2507,5
2508,3
2509,3
2510,3
2511,6
2512,7
2513,6
2514,5
2515,5
2516,5
2517,5
2518,5
2519,5
2520,4
2521,4
2522,4
2523,1
2524,1
2525,1
2526,9
2527,9
2528,9
2529,2
2530,2
2531,2
2532,9
2533,9
2534,9
2535,0
2536,0
2537,4
2538,1
2539,1
2540,1
2541,1
2542,1
2543,1
2544,0
2545,0
2546,0
2547,7
2548,7
2549,7
2550,5
2551,5
2552,5
2553,1
2554,1
2555,1
2556,0
2557,0
2558,0
2559,2
2560,2
2561,2
2562,2
2563,2
2564,2
2565,3
2566,3
2567,3
2568,2
2569,2
2570,2
2571,1
2572,1
2573,1
2574,6
2575,6
2576,6
2577,4
2578,4
2579,4
2580,5
2581,5
2582,5
2583,3
2584,9
2585,9
2586,4
2587,4
2588,4
2589,2
2590,2
2591,2
2592,7
2593,7
2594,7
2595,1
2596,1
2597,1
2598,6
2599,6
2600,6
2601,7
2602,7
2603,7
2604,2
2605,2
2606,2
2607,0
2608,0
2609,0
2610,4
2611,4
2612,4
2613,3
2614,4
2615,4
2616,3
2617,3
2618,3
2619,4
2620,4
2621,4
2622,3
2623,3
2624,3
2625,1
2626,1
2627,1
2628,4
2629,4
2630,4
2631,0
2632,0
2633,0
2634,8
2635,8
2636,8
2637,7
2638,7
2639,7
2640,4
2641,4
2642,4
2643,0
2644,0
2645,0
2646,8
2647,8
2648,8
2649,1
2650,1
2651,1
2652,5
2653,9
2654,9
2655,4
2656,4
2657,4
2658,2
2659,2
2660,2
2661,1
2662,1
2663,1
2664,2
2665,2
2666,2
2667,3
2668,3
2669,3
2670,6
2671,3
2672,3
2673,8
2674,8
2675,9
2676,1
2677,1
2678,1
2679,6
2680,6
2681,7
2682,7
2683,7
2684,7
2685,6
2686,6
2687,6
2688,0
2689,0
2690,0
2691,0
2692,0
2693,0
2694,9
2695,9
2696,9
2697,9
2698,9
2699,9
2700,4
2701,1
2702,1
2703,9
2704,9
2705,9
2706,1
2707,1
2708,1
2709,4
2710,4
2711,4
2712,4
2713,4
2714,4
2715,9
2716,9
2717,9
2718,3
2719,3
2720,3
2721,3
2722,3
2723,3
2724,7
2725,7
2726,7
2727,3
2728,3
2729,3
2730,9
2731,9
2732,9
2733,8
2734,8
2735,8
2736,3
2737,3
2738,3
2739,8
2740,3
2741,3
2742,7
2743,4
2744,6
2745,0
2746,0
2747,0
2748,2
2749,6
2750,3
2751,9
2752,9
2753,9
2754,0
2755,0
2756,0
2757,0
2758,1
2759,0
2760,6
2761,6
2762,6
2763,0
2764,0
2765,0
2766,4
2767,4
2768,4
2769,2
2770,2
2771,2
2772,0
2773,0
2774,0
2775,2
2776,2
2777,2
2778,6
2779,6
2780,6
2781,3
2782,3
2783,3
2784,1
2785,1
2786,1
2787,2
2788,2
2789,2
2790,7
2791,7
2792,7
2793,4
2794,4
2795,5
2796,7
2797,7
2798,7
2799,5
2800,5
2801,5
2802,0
2803,0
2804,4
2805,1
2806,1
2807,1
2808,1
2809,1
2810,1
2811,4
2812,4
2813,4
2814,3
2815,3
2816,3
2817,2
2818,2
2819,2
2820,9
2821,9
2822,9
2823,1
2824,1
2825,1
2826,1
2827,1
2828,1
2829,0
2830,0
2831,0
2832,9
2833,9
2834,9
2835,9
2836,9
2837,2
2838,2
2839,2
2840,2
2841,4
2842,4
2843,4
2844,6
2845,6
2846,6
2847,1
2848,1
2849,1
2850,2
2851,2
2852,2
2853,2
2854,2
2855,2
2856,6
2857,6
2858,6
2859,1
2860,1
2861,1
2862,9
2863,5
2864,9
2865,3
2866,3
2867,1
2868,2
2869,2
2870,3
2871,9
2872,9
2873,9
2874,5
2875,5
2876,5
2877,6
2878,6
2879,6
2880,3
2881,1
2882,3
2883,2
2884,2
2885,2
2886,0
2887,0
2888,0
2889,1
2890,1
2891,1
2892,4
2893,4
2894,4
2895,3
2896,3
2897,3
2898,2
2899,2
2900,2
2901,5
2902,5
2903,5
2904,6
2905,7
2906,6
2907,1
2908,1
2909,1
2910,9
2911,9
2912,9
2913,0
2914,0
2915,0
2916,4
2917,4
2918,4
2919,7
2920,7
2921,7
2922,3
2923,3
2924,3
2925,2
2926,2
2927,2
2928,7
2929,0
2930,0
2931,8
2932,8
2933,8
2934,3
2935,3
2936,7
2937,6
2938,6
2939,6
2940,3
2941,3
2942,3
2943,0
2944,0
2945,0
2946,2
2947,2
2948,2
2949,2
2950,2
2951,2
2952,4
2953,0
2954,0
2955,2
2956,2
2957,2
2958,3
2959,3
2960,3
2961,4
2962,4
2963,4
2964,9
2965,9
2966,9
2967,1
2968,1
2969,1
2970,9
2971,9
2972,9
2973,9
2974,9
2975,9
2976,9
2977,9
2978,9
2979,2
2980,2
2981,2
2982,3
2983,3
2984,3
2985,0
2986,0
2987,0
2988,9
2989,9
2990,9
2991,5
2992,5
2993,5
2994,3
2995,3
2996,3
