Id,Class
1247,7
1248,7
1249,7
1250,2
1251,0
1252,2
1253,0
1254,3
1255,7
1256,2
1257,6
1258,4
1259,7
1260,8
1261,1
1262,5
1263,8
1264,1
1265,3
1266,3
1267,2
1268,4
1269,0
1270,7
1271,3
1272,9
1273,7
1274,0
1275,3
1276,7
1277,2
1278,0
1279,0
1280,1
1281,3
1282,2
1283,1
1284,3
1285,4
1286,2
1287,9
1288,3
1289,0
1290,6
1291,7
1292,8
1293,1
1294,3
1295,3
1296,8
1297,6
1298,8
1299,0
1300,2
1301,1
1302,7
1303,7
1304,4
1305,2
1306,7
1307,3
1308,6
1309,1
1310,3
1311,7
1312,4
1313,7
1314,0
1315,8
1316,4
1317,1
1318,2
1319,1
1320,8
1321,4
1322,1
1323,3
1324,1
1325,3
1326,1
1327,0
1328,2
1329,2
1330,4
1331,2
1332,4
1333,0
1334,5
1335,3
1336,2
1337,0
1338,4
1339,8
1340,8
1341,1
1342,2
1343,0
1344,4
1345,0
1346,6
1347,6
1348,8
1349,7
1350,7
1351,3
1352,3
1353,5
1354,2
1355,0
1356,0
1357,6
1358,1
1359,8
1360,2
1361,1
1362,7
1363,0
1364,3
1365,4
1366,9
1367,2
1368,2
1369,3
1370,1
1371,4
1372,1
1373,9
1374,7
1375,7
1376,9
1377,3
1378,3
1379,7
1380,8
1381,1
1382,0
1383,7
1384,6
1385,4
1386,6
1387,4
1388,4
1389,2
1390,6
1391,0
1392,2
1393,7
1394,2
1395,7
1396,2
1397,2
1398,3
1399,9
1400,3
1401,0
1402,8
1403,6
1404,2
1405,0
1406,9
1407,0
1408,3
1409,4
1410,4
1411,1
1412,8
1413,4
1414,1
1415,5
1416,2
1417,9
1418,2
1419,2
1420,3
1421,9
1422,6
1423,4
1424,5
1425,7
1426,4
1427,3
1428,0
1429,0
1430,0
1431,7
1432,4
1433,0
1434,6
1435,6
1436,7
1437,2
1438,7
1439,0
1440,3
1441,3
1442,4
1443,6
1444,4
1445,3
1446,2
1447,2
1448,5
1449,1
1450,0
1451,3
1452,3
1453,2
1454,4
1455,1
1456,1
1457,8
1458,0
1459,1
1460,0
1461,4
1462,2
1463,4
1464,7
1465,0
1466,2
1467,6
1468,1
1469,8
1470,0
1471,6
1472,2
1473,3
1474,1
1475,8
1476,9
1477,1
1478,8
1479,1
1480,3
1481,1
1482,7
1483,7
1484,0
1485,3
1486,3
1487,1
1488,3
1489,0
1490,1
1491,9
1492,2
1493,1
1494,3
1495,7
1496,1
1497,3
1498,7
1499,4
1500,6
1501,1
1502,3
1503,6
1504,3
1505,0
1506,1
1507,7
1508,1
1509,2
1510,7
1511,9
1512,4
1513,1
1514,4
1515,7
1516,4
1517,2
1518,0
1519,7
1520,3
1521,7
1522,0
1523,3
1524,9
1525,2
1526,3
1527,1
1528,0
1529,3
1530,1
1531,9
1532,0
1533,7
1534,4
1535,4
1536,0
1537,2
1538,0
1539,1
1540,1
1541,8
1542,6
1543,1
1544,7
1545,4
1546,3
1547,4
1548,4
1549,6
1550,3
1551,3
1552,9
1553,3
1554,4
1555,4
1556,4
1557,2
1558,0
1559,0
1560,7
1561,1
1562,1
1563,9
1564,1
1565,1
1566,0
1567,6
1568,7
1569,0
1570,2
1571,2
1572,4
1573,2
1574,9
1575,1
1576,2
1577,4
1578,2
1579,7
1580,1
1581,0
1582,8
1583,5
1584,9
1585,4
1586,3
1587,2
1588,8
1589,7
1590,5
1591,7
1592,3
1593,3
1594,3
1595,4
1596,8
1597,1
1598,3
1599,1
1600,3
1601,7
1602,3
1603,1
1604,0
1605,0
1606,1
1607,0
1608,9
1609,0
1610,2
1611,7
1612,0
1613,0
1614,2
1615,4
1616,4
1617,8
1618,4
1619,3
1620,2
1621,1
1622,0
1623,3
1624,1
1625,0
1626,3
1627,4
1628,8
1629,7
1630,9
1631,4
1632,4
1633,7
1634,6
1635,7
1636,7
1637,1
1638,0
1639,4
1640,7
1641,8
1642,8
1643,2
1644,1
1645,5
1646,2
1647,0
1648,7
1649,5
1650,8
1651,8
1652,3
1653,2
1654,1
1655,5
1656,7
1657,3
1658,9
1659,9
1660,1
1661,2
1662,5
1663,9
1664,4
1665,0
1666,2
1667,7
1668,8
1669,7
1670,6
1671,8
1672,7
1673,2
1674,4
1675,2
1676,7
1677,0
1678,7
1679,2
1680,0
1681,4
1682,9
1683,1
1684,4
1685,0
1686,0
1687,8
1688,1
1689,3
1690,6
1691,3
1692,3
1693,1
1694,1
1695,6
1696,7
1697,3
1698,0
1699,6
1700,7
1701,3
1702,4
1703,5
1704,3
1705,0
1706,1
1707,2
1708,3
1709,7
1710,9
1711,0
1712,4
1713,0
1714,1
1715,7
1716,1
1717,1
1718,4
1719,1
1720,1
1721,4
1722,3
1723,1
1724,4
1725,7
1726,7
1727,1
1728,7
1729,1
1730,3
1731,8
1732,8
1733,1
1734,9
1735,9
1736,2
1737,4
1738,4
1739,3
1740,0
1741,2
1742,5
1743,2
1744,0
1745,8
1746,1
1747,7
1748,8
1749,2
1750,2
1751,8
1752,0
1753,2
1754,2
1755,0
1756,1
1757,2
1758,4
1759,3
1760,4
1761,4
1762,4
1763,7
1764,1
1765,2
1766,8
1767,4
1768,6
1769,2
1770,4
1771,2
1772,4
1773,0
1774,7
1775,0
1776,7
1777,6
1778,3
1779,6
1780,0
1781,4
1782,0
1783,7
1784,4
1785,7
1786,1
1787,2
1788,4
1789,0
1790,1
1791,0
1792,2
1793,4
1794,0
1795,8
1796,7
1797,2
1798,6
1799,9
1800,7
1801,0
1802,2
1803,3
1804,6
1805,7
1806,2
1807,1
1808,6
1809,2
1810,8
1811,4
1812,3
1813,1
1814,3
1815,0
1816,6
1817,9
1818,7
1819,2
1820,1
1821,1
1822,8
1823,2
1824,4
1825,7
1826,7
1827,2
1828,6
1829,2
1830,7
1831,0
1832,7
1833,4
1834,2
1835,7
1836,2
1837,7
1838,4
1839,1
1840,4
1841,7
1842,1
1843,1
1844,7
1845,9
1846,6
1847,3
1848,2
1849,4
1850,3
1851,3
1852,9
1853,2
1854,4
1855,1
1856,3
1857,2
1858,9
1859,6
1860,1
1861,9
1862,0
1863,0
1864,2
1865,4
1866,7
1867,7
1868,4
1869,2
1870,9
1871,1
1872,3
1873,1
1874,7
1875,9
1876,2
1877,3
1878,0
1879,4
1880,3
1881,3
1882,7
1883,2
1884,1
1885,0
1886,7
1887,6
1888,3
1889,3
1890,2
1891,6
1892,1
1893,2
1894,8
1895,7
1896,7
1897,0
1898,0
1899,7
1900,2
1901,0
1902,3
1903,1
1904,4
1905,2
1906,2
1907,8
1908,1
1909,3
1910,3
1911,2
1912,2
1913,6
1914,4
1915,0
1916,6
1917,0
1918,2
1919,2
1920,8
1921,7
1922,7
1923,7
1924,3
1925,3
1926,2
1927,0
1928,6
1929,6
1930,3
1931,2
1932,9
1933,0
1934,1
1935,3
1936,5
1937,3
1938,7
1939,9
1940,0
1941,3
1942,4
1943,0
1944,4
1945,8
1946,7
1947,4
1948,9
1949,1
1950,8
1951,8
1952,6
1953,7
1954,4
1955,6
1956,0
1957,8
1958,1
1959,2
1960,6
1961,7
1962,7
1963,7
1964,3
1965,6
1966,1
1967,1
1968,3
1969,4
1970,4
1971,0
1972,4
1973,7
1974,5
1975,8
1976,7
1977,4
1978,9
1979,0
1980,2
1981,0
1982,4
1983,1
1984,8
1985,1
1986,8
1987,5
1988,7
1989,5
1990,7
1991,4
1992,1
1993,2
1994,0
1995,1
1996,4
1997,1
1998,1
1999,2
2000,3
2001,6
2002,6
2003,6
2004,5
2005,7
2006,0
2007,4
2008,0
2009,7
2010,7
2011,9
2012,0
2013,0
2014,1
2015,8
2016,2
2017,4
2018,7
2019,4
2020,1
2021,4
2022,1
2023,3
2024,0
2025,0
2026,3
2027,5
2028,3
2029,7
2030,1
2031,4
2032,4
2033,2
2034,0
2035,2
2036,3
2037,4
2038,9
2039,2
2040,2
2041,5
2042,1
2043,2
2044,3
2045,0
2046,1
2047,0
2048,3
2049,4
2050,1
2051,6
2052,4
2053,3
2054,2
2055,4
2056,2
2057,4
2058,3
2059,4
2060,3
2061,1
2062,3
2063,0
2064,7
2065,3
2066,1
2067,8
2068,7
2069,4
2070,0
2071,4
2072,3
2073,7
2074,7
2075,1
2076,1
2077,8
2078,9
2079,7
2080,7
2081,4
2082,7
2083,2
2084,2
2085,3
2086,4
2087,3
2088,3
2089,1
2090,4
2091,2
2092,8
2093,7
2094,2
2095,0
2096,0
2097,8
2098,7
2099,0
2100,4
2101,3
2102,1
2103,9
2104,1
2105,2
2106,1
2107,3
2108,3
2109,9
2110,0
2111,6
2112,0
2113,9
2114,6
2115,8
2116,4
2117,7
2118,6
2119,3
2120,0
2121,0
2122,0
2123,6
2124,0
2125,0
2126,3
2127,1
2128,2
2129,6
2130,7
2131,2
2132,4
2133,6
2134,4
2135,2
2136,2
2137,0
2138,3
2139,1
2140,3
2141,2
2142,6
2143,8
2144,6
2145,9
2146,5
2147,2
2148,4
2149,1
2150,0
2151,1
2152,2
2153,1
2154,6
2155,8
2156,2
2157,0
2158,4
2159,2
2160,9
2161,6
2162,2
2163,1
2164,0
2165,7
2166,9
2167,6
2168,2
2169,8
2170,0
2171,4
2172,7
2173,1
2174,7
2175,1
2176,4
2177,4
2178,2
2179,1
2180,8
2181,0
2182,1
2183,2
2184,3
2185,4
2186,1
2187,4
2188,1
2189,1
2190,2
2191,2
2192,6
2193,6
2194,1
2195,7
2196,0
2197,0
2198,8
2199,4
2200,7
2201,0
2202,8
2203,2
2204,9
2205,3
2206,3
2207,8
2208,2
2209,3
2210,4
2211,7
2212,2
2213,2
2214,9
2215,4
2216,8
2217,1
2218,2
2219,3
2220,0
2221,2
2222,3
2223,0
2224,2
2225,3
2226,9
2227,2
2228,6
2229,4
2230,4
2231,8
2232,7
2233,3
2234,2
2235,2
2236,7
2237,8
2238,7
2239,1
2240,4
2241,2
2242,1
2243,8
2244,2
2245,7
2246,8
2247,0
2248,9
2249,6
2250,9
2251,3
2252,0
2253,1
2254,6
2255,4
2256,2
2257,5
2258,7
2259,2
2260,1
2261,3
2262,0
2263,0
2264,7
2265,0
2266,0
2267,3
2268,3
2269,5
2270,9
2271,4
2272,4
2273,0
2274,4
2275,2
2276,6
2277,8
2278,0
2279,9
2280,8
2281,5
2282,7
2283,3
2284,1
2285,3
2286,3
2287,4
2288,0
2289,0
2290,4
2291,4
2292,1
2293,3
2294,0
2295,4
2296,4
2297,7
2298,8
2299,3
2300,0
2301,4
2302,6
2303,3
2304,7
2305,2
2306,7
2307,2
2308,4
2309,2
2310,2
2311,4
2312,0
2313,0
2314,1
2315,3
2316,3
2317,4
2318,2
2319,7
2320,1
2321,0
2322,2
2323,7
2324,7
2325,7
2326,1
2327,1
2328,1
2329,1
2330,7
2331,8
2332,6
2333,0
2334,6
2335,4
2336,2
2337,3
2338,7
2339,8
2340,7
2341,6
2342,2
2343,8
2344,2
2345,9
2346,8
2347,8
2348,3
2349,1
2350,7
2351,3
2352,7
2353,1
2354,2
2355,2
2356,3
2357,3
2358,6
2359,3
2360,0
2361,0
2362,2
2363,0
2364,0
2365,7
2366,9
2367,3
2368,4
2369,0
2370,7
2371,1
2372,2
2373,4
2374,0
2375,7
2376,2
2377,0
2378,1
2379,7
2380,4
2381,3
2382,4
2383,2
2384,4
2385,2
2386,7
2387,1
2388,3
2389,1
2390,1
2391,6
2392,5
2393,9
2394,4
2395,8
2396,7
2397,6
2398,2
2399,6
2400,6
2401,7
2402,2
2403,4
2404,9
2405,6
2406,7
2407,3
2408,0
2409,0
2410,4
2411,4
2412,4
2413,8
2414,2
2415,1
2416,1
2417,9
2418,7
2419,2
2420,0
2421,8
2422,4
2423,4
2424,4
2425,6
2426,8
2427,6
2428,1
2429,9
2430,0
2431,7
2432,0
2433,4
2434,3
2435,1
2436,0
2437,0
2438,0
2439,3
2440,2
2441,0
2442,4
2443,3
2444,1
2445,2
2446,4
2447,4
2448,3
2449,1
2450,0
2451,4
2452,7
2453,3
2454,1
2455,3
2456,0
2457,8
2458,1
2459,3
2460,7
2461,7
2462,1
2463,4
2464,4
2465,1
2466,5
2467,9
2468,4
2469,3
2470,8
2471,0
2472,3
2473,1
2474,3
2475,4
2476,4
2477,0
2478,2
2479,3
2480,6
2481,8
2482,4
2483,3
2484,0
2485,0
2486,4
2487,1
2488,2
2489,2
2490,7
2491,8
2492,0
2493,8
2494,1
2495,7
2496,7
2497,2
2498,3
2499,1
2500,3
2501,3
2502,2
2503,6
2504,6
2505,2
2506,2
2507,8
2508,7
2509,3
2510,2
2511,7
2512,8
2513,2
2514,7
2515,2
2516,0
2517,7
2518,7
2519,1
2520,2
2521,9
2522,1
2523,7
2524,7
2525,4
2526,4
2527,7
2528,2
2529,3
2530,1
2531,5
2532,3
2533,4
2534,1
2535,9
2536,9
2537,3
2538,4
2539,4
2540,9
2541,2
2542,0
2543,3
2544,9
2545,3
2546,2
2547,2
2548,8
2549,0
2550,1
2551,7
2552,0
2553,1
2554,8
2555,2
2556,2
2557,7
2558,6
2559,2
2560,7
2561,7
2562,4
2563,2
2564,1
2565,7
2566,9
2567,1
2568,0
2569,3
2570,7
2571,0
2572,3
2573,4
2574,6
2575,6
2576,2
2577,8
2578,4
2579,2
2580,1
2581,0
2582,5
2583,3
2584,3
2585,1
2586,4
2587,3
2588,0
2589,2
2590,8
2591,1
2592,2
2593,4
2594,3
2595,3
2596,8
2597,9
2598,7
2599,8
2600,1
2601,2
2602,1
2603,2
2604,1
2605,6
2606,4
2607,7
2608,2
2609,0
2610,8
2611,2
2612,3
2613,2
2614,4
2615,1
2616,4
2617,2
2618,7
2619,4
2620,9
2621,1
2622,0
2623,2
2624,3
2625,0
2626,0
2627,6
2628,9
2629,3
2630,9
2631,1
2632,7
2633,0
2634,4
2635,9
2636,1
2637,8
2638,3
2639,4
2640,8
2641,4
2642,8
2643,2
2644,2
2645,4
2646,7
2647,0
2648,3
2649,0
2650,9
2651,4
2652,3
2653,7
2654,5
2655,7
2656,0
2657,2
2658,0
2659,0
2660,7
2661,1
2662,2
2663,8
2664,3
2665,4
2666,1
2667,0
2668,2
2669,7
2670,1
2671,9
2672,3
2673,3
2674,4
2675,1
2676,7
2677,6
2678,0
2679,7
2680,0
2681,6
2682,0
2683,8
2684,3
2685,3
2686,8
2687,2
2688,2
2689,0
2690,9
2691,2
2692,1
2693,9
2694,5
2695,7
2696,7
2697,2
2698,7
2699,7
2700,8
2701,7
2702,7
2703,5
2704,1
2705,2
2706,1
2707,3
2708,3
2709,4
2710,4
2711,7
2712,5
2713,5
2714,3
2715,0
2716,2
2717,2
2718,6
2719,7
2720,0
2721,4
2722,8
2723,0
2724,8
2725,7
2726,7
2727,3
2728,6
2729,8
2730,2
2731,3
2732,7
2733,2
2734,3
2735,7
2736,3
2737,2
2738,9
2739,1
2740,5
2741,3
2742,8
2743,8
2744,3
2745,2
2746,7
2747,3
2748,4
2749,1
2750,6
2751,1
2752,7
2753,6
2754,8
2755,5
2756,3
2757,8
2758,7
2759,8
2760,3
2761,3
2762,7
2763,2
2764,2
2765,1
2766,7
2767,9
2768,4
2769,2
2770,3
2771,2
2772,2
2773,3
2774,1
2775,3
2776,0
2777,3
2778,3
2779,7
2780,7
2781,7
2782,7
2783,9
2784,0
2785,1
2786,4
2787,2
2788,2
2789,9
2790,9
2791,9
2792,3
2793,1
2794,7
2795,0
2796,0
2797,7
2798,6
2799,4
2800,0
2801,7
2802,1
2803,6
2804,1
2805,6
2806,2
2807,7
2808,1
2809,4
2810,4
2811,8
2812,1
2813,3
2814,7
2815,0
2816,2
2817,2
2818,4
2819,1
2820,4
2821,0
2822,4
2823,2
2824,4
2825,9
2826,9
2827,2
2828,4
2829,3
2830,8
2831,2
2832,3
2833,3
2834,7
2835,1
2836,8
2837,7
2838,5
2839,3
2840,3
2841,7
2842,6
2843,1
2844,7
2845,9
2846,2
2847,2
2848,4
2849,2
2850,9
2851,0
2852,0
2853,6
2854,8
2855,0
2856,3
2857,7
2858,4
2859,3
2860,4
2861,2
2862,2
2863,2
2864,7
2865,4
2866,1
2867,1
2868,4
2869,7
2870,8
2871,5
2872,9
2873,1
2874,4
2875,0
2876,1
2877,4
2878,7
2879,0
2880,7
2881,3
2882,8
2883,6
2884,9
2885,8
2886,4
2887,7
2888,0
2889,3
2890,7
2891,1
2892,4
2893,2
2894,8
2895,0
2896,2
2897,0
2898,1
2899,7
2900,1
2901,6
2902,3
2903,4
2904,2
2905,4
2906,3
2907,0
2908,2
2909,8
2910,6
2911,3
2912,3
2913,3
2914,9
2915,6
2916,0
2917,2
2918,2
2919,0
2920,0
2921,2
2922,0
2923,7
2924,2
2925,0
2926,4
2927,9
2928,3
2929,3
2930,3
2931,4
2932,4
2933,3
2934,2
2935,2
2936,5
2937,6
2938,2
2939,3
2940,1
2941,0
2942,3
2943,0
2944,8
2945,0
2946,3
2947,9
2948,6
2949,0
2950,0
2951,4
2952,3
2953,2
2954,3
2955,1
2956,4
2957,4
2958,4
2959,9
2960,0
2961,0
2962,0
2963,4
2964,7
2965,7
2966,1
2967,2
2968,1
2969,2
2970,4
2971,5
2972,0
2973,8
2974,1
2975,3
2976,8
2977,3
2978,8
2979,6
2980,4
2981,0
2982,9
2983,8
2984,8
2985,4
2986,2
2987,7
2988,6
2989,0
2990,4
2991,3
2992,2
2993,4
2994,7
2995,0
2996,0
